"","InvoiceNo","InvoiceDate","Country","location","CustomerId"
"71",393652792,"1/6/2019T12:46Z","Myanmar","Naypyitaw   C",1
"72",796122025,"2/11/2019T16:19Z","Myanmar","Naypyitaw   C",1
"73",510956347,"3/5/2019T18:17Z","Myanmar","Mandalay   B",1
"74",841356630,"3/9/2019T18:21Z","Myanmar","Naypyitaw   C",1
"75",287219091,"1/22/2019T10:55Z","Myanmar","Yangon   A",1
"76",732940499,"1/13/2019T17:04Z","Myanmar","Naypyitaw   C",1
"77",263103913,"1/9/2019T14:20Z","Myanmar","Naypyitaw   C",1
"78",381200914,"1/12/2019T15:48Z","Myanmar","Yangon   A",1
"79",829491914,"3/5/2019T16:24Z","Myanmar","Naypyitaw   C",1
"80",756017507,"1/22/2019T18:56Z","Myanmar","Naypyitaw   C",1
"81",870724431,"1/21/2019T14:42Z","Myanmar","Naypyitaw   C",1
"82",847387188,"1/26/2019T19:56Z","Myanmar","Mandalay   B",1
"83",480632856,"1/23/2019T18:37Z","Myanmar","Naypyitaw   C",1
"84",787560757,"2/23/2019T18:45Z","Myanmar","Naypyitaw   C",1
"85",360395055,"3/9/2019T10:17Z","Myanmar","Naypyitaw   C",1
"86",730509884,"3/5/2019T14:31Z","Myanmar","Naypyitaw   C",1
"87",362588315,"3/25/2019T10:23Z","Myanmar","Naypyitaw   C",1
"88",633448566,"3/27/2019T20:35Z","Myanmar","Yangon   A",1
"89",504358843,"1/2/2019T16:57Z","Myanmar","Yangon   A",1
"90",318685053,"2/27/2019T17:55Z","Myanmar","Mandalay   B",1
"91",565805980,"1/23/2019T10:25Z","Myanmar","Naypyitaw   C",1
"92",225320908,"1/26/2019T19:54Z","Myanmar","Naypyitaw   C",1
"93",873510671,"1/10/2019T16:42Z","Myanmar","Yangon   A",1
"94",152089985,"3/12/2019T12:09Z","Myanmar","Mandalay   B",1
"95",512910811,"2/6/2019T20:05Z","Myanmar","Naypyitaw   C",1
"96",594344444,"3/8/2019T20:38Z","Myanmar","Yangon   A",1
"97",766857061,"3/29/2019T10:25Z","Myanmar","Mandalay   B",1
"98",871399221,"2/9/2019T13:11Z","Myanmar","Naypyitaw   C",1
"99",865926136,"3/23/2019T10:16Z","Myanmar","Yangon   A",1
"100",733019107,"3/5/2019T18:14Z","Myanmar","Mandalay   B",1
"101",163567055,"3/26/2019T19:20Z","Myanmar","Naypyitaw   C",1
"102",189982939,"3/1/2019T13:22Z","Myanmar","Naypyitaw   C",1
"103",551213069,"2/1/2019T11:27Z","Myanmar","Naypyitaw   C",1
"104",212621842,"3/28/2019T16:44Z","Myanmar","Yangon   A",1
"105",716391409,"3/19/2019T18:19Z","Myanmar","Mandalay   B",1
"106",704483927,"1/12/2019T14:50Z","Myanmar","Yangon   A",1
"107",628343388,"1/5/2019T20:54Z","Myanmar","Naypyitaw   C",1
"108",630745166,"3/22/2019T20:19Z","Myanmar","Yangon   A",1
"109",588017461,"3/24/2019T10:43Z","Myanmar","Naypyitaw   C",1
"110",861770145,"3/3/2019T14:30Z","Myanmar","Naypyitaw   C",1
"111",479268945,"2/5/2019T11:32Z","Myanmar","Mandalay   B",1
"112",210675886,"2/5/2019T10:41Z","Myanmar","Naypyitaw   C",1
"113",227781148,"2/15/2019T12:44Z","Myanmar","Mandalay   B",1
"114",645441170,"1/19/2019T20:07Z","Myanmar","Yangon   A",1
"115",237016122,"2/1/2019T20:31Z","Myanmar","Naypyitaw   C",1
"116",225981496,"3/2/2019T13:01Z","Myanmar","Naypyitaw   C",1
"117",291321427,"3/5/2019T12:29Z","Myanmar","Mandalay   B",1
"118",659658956,"1/16/2019T15:26Z","Myanmar","Mandalay   B",1
"119",642322990,"2/2/2019T20:48Z","Myanmar","Yangon   A",1
"120",378242715,"1/20/2019T20:38Z","Myanmar","Mandalay   B",1
"121",638607125,"2/14/2019T17:03Z","Myanmar","Yangon   A",1
"122",659361684,"1/12/2019T12:02Z","Myanmar","Naypyitaw   C",1
"123",219229386,"3/9/2019T17:26Z","Myanmar","Mandalay   B",1
"124",336782147,"3/13/2019T19:52Z","Myanmar","Naypyitaw   C",1
"125",268276179,"3/9/2019T14:57Z","Myanmar","Mandalay   B",1
"126",668908900,"3/10/2019T18:44Z","Myanmar","Yangon   A",1
"127",870543162,"1/27/2019T13:26Z","Myanmar","Yangon   A",1
"128",189089157,"1/8/2019T16:17Z","Myanmar","Naypyitaw   C",1
"129",663869076,"1/8/2019T15:57Z","Myanmar","Naypyitaw   C",1
"130",549847482,"2/8/2019T11:15Z","Myanmar","Mandalay   B",1
"131",191106171,"1/25/2019T13:18Z","Myanmar","Mandalay   B",1
"132",802705316,"3/6/2019T20:34Z","Myanmar","Yangon   A",1
"133",695510018,"2/10/2019T18:36Z","Myanmar","Mandalay   B",1
"134",590834591,"2/17/2019T14:40Z","Myanmar","Mandalay   B",1
"135",483711164,"3/8/2019T16:43Z","Myanmar","Naypyitaw   C",1
"136",597787908,"2/18/2019T19:39Z","Myanmar","Naypyitaw   C",1
"137",700811757,"1/18/2019T20:59Z","Myanmar","Yangon   A",1
"138",354395160,"2/18/2019T15:39Z","Myanmar","Yangon   A",1
"139",241729525,"2/16/2019T12:21Z","Myanmar","Mandalay   B",1
"140",575308091,"3/16/2019T19:25Z","Myanmar","Yangon   A",1
"141",731819469,"1/23/2019T13:00Z","Myanmar","Naypyitaw   C",1
"142",280174359,"1/25/2019T13:48Z","Myanmar","Naypyitaw   C",1
"143",338652210,"2/5/2019T19:57Z","Myanmar","Naypyitaw   C",1
"144",488254221,"2/22/2019T10:36Z","Myanmar","Naypyitaw   C",1
"145",239107476,"1/21/2019T16:37Z","Myanmar","Yangon   A",1
"146",458411477,"3/8/2019T17:11Z","Myanmar","Naypyitaw   C",1
"147",685641609,"2/10/2019T12:28Z","Myanmar","Yangon   A",1
"148",568905112,"3/19/2019T12:46Z","Myanmar","Naypyitaw   C",1
"149",262472794,"3/6/2019T15:07Z","Myanmar","Mandalay   B",1
"150",238490436,"3/27/2019T13:48Z","Myanmar","Yangon   A",1
"151",608963517,"3/23/2019T19:20Z","Myanmar","Mandalay   B",1
"152",584867256,"3/11/2019T16:07Z","Myanmar","Naypyitaw   C",1
"153",746940204,"1/29/2019T11:56Z","Myanmar","Yangon   A",1
"154",214176927,"2/7/2019T18:23Z","Myanmar","Naypyitaw   C",1
"155",400894171,"1/28/2019T13:05Z","Myanmar","Naypyitaw   C",1
"156",782959291,"2/20/2019T15:55Z","Myanmar","Yangon   A",1
"157",279742924,"1/4/2019T19:40Z","Myanmar","Mandalay   B",1
"158",307852293,"3/7/2019T13:58Z","Myanmar","Mandalay   B",1
"159",743041105,"3/30/2019T14:43Z","Myanmar","Mandalay   B",1
"160",423572993,"3/27/2019T19:18Z","Myanmar","Mandalay   B",1
"161",894415205,"1/19/2019T19:39Z","Myanmar","Naypyitaw   C",1
"162",275280149,"2/25/2019T16:21Z","Myanmar","Yangon   A",1
"163",101176199,"3/13/2019T19:44Z","Myanmar","Yangon   A",1
"164",423800988,"1/30/2019T19:42Z","Myanmar","Naypyitaw   C",1
"165",548469322,"2/20/2019T15:24Z","Myanmar","Mandalay   B",1
"166",505020892,"2/25/2019T14:12Z","Myanmar","Mandalay   B",1
"167",234652137,"1/16/2019T13:32Z","Myanmar","Naypyitaw   C",1
"168",687478271,"2/8/2019T16:20Z","Myanmar","Yangon   A",1
"169",796329050,"1/19/2019T16:31Z","Myanmar","Yangon   A",1
"170",105311824,"2/1/2019T15:10Z","Myanmar","Yangon   A",1
"171",249423782,"1/3/2019T11:36Z","Myanmar","Yangon   A",1
"172",316554634,"1/26/2019T12:45Z","Myanmar","Mandalay   B",1
"173",733334967,"3/3/2019T19:17Z","Myanmar","Naypyitaw   C",1
"174",608276295,"1/19/2019T17:34Z","Myanmar","Mandalay   B",1
"175",414127047,"1/18/2019T12:04Z","Myanmar","Mandalay   B",1
"176",827262100,"3/21/2019T16:21Z","Myanmar","Yangon   A",1
"177",175542529,"3/3/2019T17:01Z","Myanmar","Yangon   A",1
"178",139522867,"2/13/2019T10:50Z","Myanmar","Naypyitaw   C",1
"179",407638975,"3/23/2019T19:16Z","Myanmar","Yangon   A",1
"180",342654817,"1/28/2019T16:47Z","Myanmar","Naypyitaw   C",1
"181",130988941,"2/9/2019T10:00Z","Myanmar","Naypyitaw   C",1
"182",434839547,"1/23/2019T11:51Z","Myanmar","Naypyitaw   C",1
"183",851286367,"3/23/2019T10:55Z","Myanmar","Yangon   A",1
"184",824883614,"1/25/2019T15:00Z","Myanmar","Naypyitaw   C",1
"185",586250848,"3/4/2019T11:19Z","Myanmar","Yangon   A",1
"186",895660685,"3/5/2019T19:46Z","Myanmar","Mandalay   B",1
"187",305140245,"3/3/2019T19:00Z","Myanmar","Mandalay   B",1
"188",732045373,"2/8/2019T10:53Z","Myanmar","Mandalay   B",1
"189",400607251,"2/10/2019T12:50Z","Myanmar","Yangon   A",1
"190",593651552,"1/28/2019T20:50Z","Myanmar","Naypyitaw   C",1
"191",284349626,"2/11/2019T10:39Z","Myanmar","Mandalay   B",1
"192",437588131,"1/15/2019T13:41Z","Myanmar","Mandalay   B",1
"193",286436208,"3/16/2019T19:08Z","Myanmar","Naypyitaw   C",1
"194",641432399,"1/26/2019T20:23Z","Myanmar","Mandalay   B",1
"195",831076050,"3/19/2019T11:30Z","Myanmar","Yangon   A",1
"196",556863144,"1/13/2019T19:30Z","Myanmar","Naypyitaw   C",1
"197",848249445,"3/26/2019T18:03Z","Myanmar","Naypyitaw   C",1
"198",856228149,"3/23/2019T10:13Z","Myanmar","Yangon   A",1
"199",699014164,"3/12/2019T19:58Z","Myanmar","Naypyitaw   C",1
"200",420114919,"2/17/2019T19:57Z","Myanmar","Naypyitaw   C",1
"201",606804905,"1/29/2019T10:01Z","Myanmar","Naypyitaw   C",1
"202",542410513,"3/15/2019T11:57Z","Myanmar","Mandalay   B",1
"203",426392418,"1/14/2019T10:02Z","Myanmar","Naypyitaw   C",1
"204",875465808,"2/6/2019T14:51Z","Myanmar","Mandalay   B",1
"205",394434238,"2/15/2019T12:42Z","Myanmar","Mandalay   B",1
"206",749241565,"1/3/2019T12:02Z","Myanmar","Yangon   A",1
"207",672518681,"1/4/2019T18:19Z","Myanmar","Naypyitaw   C",1
"208",263875680,"3/18/2019T17:38Z","Myanmar","Naypyitaw   C",1
"209",573589734,"3/28/2019T13:41Z","Myanmar","Mandalay   B",1
"210",817698206,"3/2/2019T19:42Z","Myanmar","Mandalay   B",1
"211",888020338,"1/25/2019T20:24Z","Myanmar","Yangon   A",1
"212",677110152,"1/16/2019T18:08Z","Myanmar","Naypyitaw   C",1
"213",142636033,"3/20/2019T19:17Z","Myanmar","Mandalay   B",1
"214",656161063,"1/4/2019T13:24Z","Myanmar","Mandalay   B",1
"215",891588335,"3/11/2019T15:53Z","Myanmar","Mandalay   B",1
"216",802438934,"3/22/2019T15:05Z","Myanmar","Yangon   A",1
"217",560305617,"3/24/2019T18:27Z","Myanmar","Mandalay   B",1
"218",319742561,"2/21/2019T16:55Z","Myanmar","Yangon   A",1
"219",549039315,"2/12/2019T12:58Z","Myanmar","Mandalay   B",1
"220",790291172,"3/10/2019T18:59Z","Myanmar","Mandalay   B",1
"221",239363640,"1/31/2019T13:44Z","Myanmar","Mandalay   B",1
"222",468012051,"3/6/2019T13:46Z","Myanmar","Mandalay   B",1
"223",389253394,"2/17/2019T18:06Z","Myanmar","Naypyitaw   C",1
"224",279621445,"2/21/2019T12:38Z","Myanmar","Naypyitaw   C",1
"225",213726612,"3/20/2019T15:56Z","Myanmar","Yangon   A",1
"226",746686593,"1/11/2019T14:29Z","Myanmar","Naypyitaw   C",1
"227",836825858,"1/26/2019T19:14Z","Myanmar","Mandalay   B",1
"228",583721480,"1/31/2019T16:24Z","Myanmar","Naypyitaw   C",1
"229",466615506,"2/26/2019T10:52Z","Myanmar","Mandalay   B",1
"230",721866247,"3/11/2019T12:55Z","Myanmar","Yangon   A",1
"231",289655721,"1/26/2019T19:28Z","Myanmar","Mandalay   B",1
"232",545463100,"3/12/2019T13:52Z","Myanmar","Mandalay   B",1
"233",418025978,"2/11/2019T10:54Z","Myanmar","Mandalay   B",1
"234",269045750,"2/21/2019T18:31Z","Myanmar","Mandalay   B",1
"235",157135295,"3/9/2019T18:24Z","Myanmar","Yangon   A",1
"236",645788093,"1/20/2019T18:09Z","Myanmar","Yangon   A",1
"237",211309270,"1/28/2019T15:16Z","Myanmar","Naypyitaw   C",1
"238",755123214,"3/5/2019T17:07Z","Myanmar","Naypyitaw   C",1
"239",346843103,"3/2/2019T19:26Z","Myanmar","Mandalay   B",1
"240",478067835,"1/11/2019T11:20Z","Myanmar","Yangon   A",1
"241",540114336,"1/11/2019T16:49Z","Myanmar","Yangon   A",1
"242",448815016,"3/11/2019T12:01Z","Myanmar","Yangon   A",1
"243",142724741,"2/28/2019T18:37Z","Myanmar","Naypyitaw   C",1
"244",217581179,"1/5/2019T11:25Z","Myanmar","Yangon   A",1
"245",376028238,"2/2/2019T18:42Z","Myanmar","Mandalay   B",1
"246",530909855,"1/1/2019T14:47Z","Myanmar","Yangon   A",1
"247",866057563,"2/9/2019T19:43Z","Myanmar","Mandalay   B",1
"248",604706476,"1/23/2019T14:04Z","Myanmar","Yangon   A",1
"249",799711548,"1/7/2019T16:11Z","Myanmar","Yangon   A",1
"250",785137708,"1/14/2019T19:06Z","Myanmar","Mandalay   B",1
"251",845510542,"2/2/2019T15:34Z","Myanmar","Mandalay   B",1
"252",662475456,"3/17/2019T19:06Z","Myanmar","Naypyitaw   C",1
"253",883174236,"3/2/2019T19:44Z","Myanmar","Naypyitaw   C",1
"254",290682984,"3/16/2019T11:22Z","Myanmar","Yangon   A",1
"255",704116354,"1/6/2019T11:23Z","Myanmar","Yangon   A",1
"256",110487033,"1/29/2019T14:12Z","Myanmar","Mandalay   B",1
"257",366930948,"1/31/2019T10:46Z","Myanmar","Yangon   A",1
"258",729099681,"2/5/2019T10:16Z","Myanmar","Yangon   A",1
"259",151161484,"2/13/2019T12:38Z","Myanmar","Yangon   A",1
"260",380944661,"2/7/2019T13:05Z","Myanmar","Naypyitaw   C",1
"261",850419669,"3/19/2019T13:25Z","Myanmar","Yangon   A",1
"262",821073596,"3/7/2019T14:53Z","Myanmar","Naypyitaw   C",1
"263",655855130,"3/13/2019T19:22Z","Myanmar","Mandalay   B",1
"264",447157839,"2/9/2019T11:00Z","Myanmar","Yangon   A",1
"265",154747179,"2/26/2019T19:24Z","Myanmar","Mandalay   B",1
"266",253126086,"3/12/2019T12:43Z","Myanmar","Yangon   A",1
"267",808650703,"3/14/2019T17:22Z","Myanmar","Naypyitaw   C",1
"268",571940759,"1/8/2019T20:55Z","Myanmar","Mandalay   B",1
"269",144516085,"1/5/2019T16:05Z","Myanmar","Yangon   A",1
"270",731142199,"1/4/2019T13:34Z","Myanmar","Yangon   A",1
"271",783091637,"3/6/2019T18:13Z","Myanmar","Mandalay   B",1
"272",687151097,"1/3/2019T19:17Z","Myanmar","Naypyitaw   C",1
"273",126541082,"1/7/2019T11:44Z","Myanmar","Yangon   A",1
"274",633911052,"1/27/2019T15:51Z","Myanmar","Yangon   A",1
"275",477246490,"2/26/2019T16:52Z","Myanmar","Mandalay   B",1
"276",566195475,"1/7/2019T20:52Z","Myanmar","Mandalay   B",1
"277",526868552,"1/7/2019T17:36Z","Myanmar","Naypyitaw   C",1
"278",376563573,"2/2/2019T13:23Z","Myanmar","Naypyitaw   C",1
"279",537720426,"3/20/2019T16:28Z","Myanmar","Naypyitaw   C",1
"280",828615674,"3/20/2019T19:57Z","Myanmar","Yangon   A",1
"281",136086195,"2/15/2019T17:01Z","Myanmar","Yangon   A",1
"282",523380215,"3/6/2019T13:29Z","Myanmar","Naypyitaw   C",1
"283",490291201,"1/6/2019T11:09Z","Myanmar","Yangon   A",1
"284",667920055,"3/4/2019T15:02Z","Myanmar","Yangon   A",1
"285",565173836,"3/12/2019T14:21Z","Myanmar","Yangon   A",1
"286",498411961,"2/20/2019T18:01Z","Myanmar","Mandalay   B",1
"287",593954461,"3/24/2019T14:49Z","Myanmar","Naypyitaw   C",1
"288",226713580,"1/31/2019T12:02Z","Myanmar","Naypyitaw   C",1
"289",283799594,"1/25/2019T13:30Z","Myanmar","Mandalay   B",1
"290",430603493,"2/3/2019T14:38Z","Myanmar","Yangon   A",1
"291",139200155,"1/24/2019T17:37Z","Myanmar","Mandalay   B",1
"292",558804082,"3/14/2019T17:20Z","Myanmar","Naypyitaw   C",1
"293",278977759,"2/18/2019T20:29Z","Myanmar","Yangon   A",1
"294",316686352,"1/21/2019T10:00Z","Myanmar","Yangon   A",1
"295",585035943,"3/13/2019T11:46Z","Myanmar","Mandalay   B",1
"296",211050490,"3/3/2019T13:42Z","Myanmar","Naypyitaw   C",1
"297",727756477,"3/29/2019T14:44Z","Myanmar","Naypyitaw   C",1
"298",744025987,"1/10/2019T14:16Z","Myanmar","Yangon   A",1
"299",307839164,"1/25/2019T15:54Z","Myanmar","Yangon   A",1
"300",779060012,"1/19/2019T10:21Z","Myanmar","Naypyitaw   C",1
"301",446476729,"1/2/2019T18:09Z","Myanmar","Naypyitaw   C",1
"302",573103877,"3/12/2019T16:46Z","Myanmar","Mandalay   B",1
"303",735064124,"2/25/2019T15:31Z","Myanmar","Naypyitaw   C",1
"304",439547422,"3/18/2019T17:15Z","Myanmar","Yangon   A",1
"305",396902219,"2/23/2019T12:29Z","Myanmar","Mandalay   B",1
"306",411770180,"3/26/2019T20:14Z","Myanmar","Yangon   A",1
"307",286015402,"3/30/2019T13:22Z","Myanmar","Yangon   A",1
"308",803178013,"2/17/2019T17:09Z","Myanmar","Yangon   A",1
"309",512981403,"3/21/2019T10:40Z","Myanmar","Yangon   A",1
"310",848422560,"3/5/2019T17:43Z","Myanmar","Yangon   A",1
"311",532597201,"1/31/2019T14:04Z","Myanmar","Mandalay   B",1
"312",181946432,"2/5/2019T19:05Z","Myanmar","Naypyitaw   C",1
"313",870761733,"2/1/2019T10:08Z","Myanmar","Yangon   A",1
"314",423644619,"3/7/2019T13:12Z","Myanmar","Yangon   A",1
"315",227074446,"2/10/2019T20:51Z","Myanmar","Naypyitaw   C",1
"316",174363675,"2/14/2019T17:29Z","Myanmar","Naypyitaw   C",1
"317",428835800,"2/9/2019T10:25Z","Myanmar","Naypyitaw   C",1
"318",603070961,"1/10/2019T11:34Z","Myanmar","Naypyitaw   C",1
"319",704204138,"3/11/2019T18:58Z","Myanmar","Naypyitaw   C",1
"320",787151757,"2/18/2019T16:28Z","Myanmar","Naypyitaw   C",1
"321",649113678,"2/26/2019T20:26Z","Myanmar","Naypyitaw   C",1
"322",622201945,"1/18/2019T15:08Z","Myanmar","Naypyitaw   C",1
"323",372948041,"2/15/2019T18:03Z","Myanmar","Yangon   A",1
"324",563917120,"3/8/2019T13:21Z","Myanmar","Yangon   A",1
"325",746545508,"1/17/2019T12:48Z","Myanmar","Yangon   A",1
"326",276540879,"3/12/2019T19:53Z","Myanmar","Mandalay   B",1
"327",815111168,"3/9/2019T19:09Z","Myanmar","Yangon   A",1
"328",719763868,"3/12/2019T16:30Z","Myanmar","Naypyitaw   C",1
"329",730618757,"1/25/2019T10:11Z","Myanmar","Mandalay   B",1
"330",340660321,"3/25/2019T13:07Z","Myanmar","Yangon   A",1
"331",868811752,"2/7/2019T18:48Z","Myanmar","Mandalay   B",1
"332",634978956,"2/17/2019T17:27Z","Myanmar","Yangon   A",1
"333",566711091,"2/3/2019T15:59Z","Myanmar","Yangon   A",1
"334",442483607,"3/14/2019T11:21Z","Myanmar","Yangon   A",1
"335",835160096,"3/24/2019T13:48Z","Myanmar","Naypyitaw   C",1
"336",527096272,"3/21/2019T10:17Z","Myanmar","Yangon   A",1
"337",898042717,"3/19/2019T15:49Z","Myanmar","Yangon   A",1
"338",692278933,"2/24/2019T13:02Z","Myanmar","Mandalay   B",1
"339",633093463,"3/28/2019T12:58Z","Myanmar","Naypyitaw   C",1
"340",374173652,"2/5/2019T15:26Z","Myanmar","Mandalay   B",1
"341",378077001,"2/10/2019T18:23Z","Myanmar","Mandalay   B",1
"342",433756987,"3/5/2019T19:06Z","Myanmar","Mandalay   B",1
"343",873954984,"2/15/2019T20:21Z","Myanmar","Mandalay   B",1
"344",416135917,"1/30/2019T16:24Z","Myanmar","Naypyitaw   C",1
"345",150898043,"2/14/2019T15:04Z","Myanmar","Yangon   A",1
"346",135848019,"2/27/2019T16:10Z","Myanmar","Yangon   A",1
"347",441947118,"2/4/2019T12:14Z","Myanmar","Yangon   A",1
"348",725963778,"1/20/2019T10:13Z","Myanmar","Naypyitaw   C",1
"349",531801784,"3/28/2019T17:38Z","Myanmar","Yangon   A",1
"350",400451220,"2/27/2019T11:06Z","Myanmar","Mandalay   B",1
"351",860790874,"2/15/2019T14:53Z","Myanmar","Naypyitaw   C",1
"352",834618124,"1/26/2019T18:22Z","Myanmar","Yangon   A",1
"353",115994379,"3/14/2019T19:02Z","Myanmar","Mandalay   B",1
"354",565676697,"3/2/2019T14:16Z","Myanmar","Mandalay   B",1
"355",320496392,"3/4/2019T15:44Z","Myanmar","Naypyitaw   C",1
"356",889049723,"1/7/2019T12:20Z","Myanmar","Mandalay   B",1
"357",632900281,"3/8/2019T20:01Z","Myanmar","Naypyitaw   C",1
"358",554422417,"1/9/2019T13:45Z","Myanmar","Naypyitaw   C",1
"359",453636187,"3/1/2019T15:40Z","Myanmar","Mandalay   B",1
"360",578807669,"3/16/2019T16:58Z","Myanmar","Mandalay   B",1
"361",612365536,"2/17/2019T11:12Z","Myanmar","Yangon   A",1
"362",605724132,"2/27/2019T15:12Z","Myanmar","Naypyitaw   C",1
"363",471412823,"3/7/2019T20:37Z","Myanmar","Naypyitaw   C",1
"364",462679126,"1/21/2019T17:44Z","Myanmar","Yangon   A",1
"365",272279238,"2/19/2019T16:23Z","Myanmar","Naypyitaw   C",1
"366",834259262,"1/6/2019T12:12Z","Myanmar","Naypyitaw   C",1
"367",122619553,"3/14/2019T19:33Z","Myanmar","Naypyitaw   C",1
"368",468880009,"3/24/2019T10:29Z","Myanmar","Yangon   A",1
"369",613599758,"1/27/2019T14:28Z","Myanmar","Naypyitaw   C",1
"370",254310042,"3/6/2019T12:46Z","Myanmar","Yangon   A",1
"371",201862184,"2/2/2019T19:40Z","Myanmar","Mandalay   B",1
"372",261128671,"1/25/2019T19:39Z","Myanmar","Mandalay   B",1
"373",730709830,"3/14/2019T17:54Z","Myanmar","Naypyitaw   C",1
